УНОМ,DATE_WEEK,класс,число секций,год постройки,Количество этажей,Количество квартир,Износ объекта (по БТИ),Количество пассажирских лифтов,Количество грузопассажирских лифтов
15118.0,Понедельник,жилые,4,1970,9,144.0,-1.0,4.0,0.0
15118.0,Пятница,жилые,4,1970,9,144.0,-1.0,4.0,0.0
15118.0,Среда,жилые,4,1970,9,144.0,-1.0,4.0,0.0
15118.0,Суббота,жилые,4,1970,9,144.0,-1.0,4.0,0.0
15118.0,Четверг,жилые,4,1970,9,144.0,-1.0,4.0,0.0
15120.0,Воскресенье,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15120.0,Вторник,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15120.0,Понедельник,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15120.0,Пятница,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15120.0,Среда,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15120.0,Суббота,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15120.0,Четверг,жилые,1,1968,12,84.0,-1.0,2.0,0.0
15121.0,Воскресенье,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15121.0,Вторник,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15121.0,Понедельник,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15121.0,Пятница,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15121.0,Среда,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15121.0,Суббота,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15121.0,Четверг,жилые,1,1968,12,77.0,-1.0,2.0,0.0
15122.0,Воскресенье,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15122.0,Вторник,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15122.0,Понедельник,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15122.0,Пятница,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15122.0,Среда,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15122.0,Суббота,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15122.0,Четверг,жилые,4,1973,9,142.0,-1.0,4.0,0.0
15123.0,Воскресенье,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15123.0,Вторник,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15123.0,Понедельник,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15123.0,Пятница,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15123.0,Среда,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15123.0,Суббота,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15123.0,Четверг,жилые,1,1972,12,96.0,-1.0,2.0,0.0
15124.0,Воскресенье,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15124.0,Вторник,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15124.0,Понедельник,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15124.0,Пятница,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15124.0,Среда,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15124.0,Суббота,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15124.0,Четверг,жилые,1,1973,12,96.0,-1.0,2.0,0.0
15125.0,Воскресенье,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15125.0,Вторник,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15125.0,Понедельник,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15125.0,Пятница,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15125.0,Среда,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15125.0,Суббота,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15125.0,Четверг,жилые,10,1970,9,353.0,-1.0,10.0,0.0
15126.0,Воскресенье,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15126.0,Вторник,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15126.0,Понедельник,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15126.0,Пятница,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15126.0,Среда,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15126.0,Суббота,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15126.0,Четверг,жилые,10,1969,9,358.0,-1.0,10.0,0.0
15127.0,Воскресенье,жилые,4,1970,9,144.0,25.0,4.0,0.0
15127.0,Вторник,жилые,4,1970,9,144.0,25.0,4.0,0.0
15127.0,Понедельник,жилые,4,1970,9,144.0,25.0,4.0,0.0
15127.0,Пятница,жилые,4,1970,9,144.0,25.0,4.0,0.0
15127.0,Среда,жилые,4,1970,9,144.0,25.0,4.0,0.0
15127.0,Суббота,жилые,4,1970,9,144.0,25.0,4.0,0.0
15127.0,Четверг,жилые,4,1970,9,144.0,25.0,4.0,0.0
15128.0,Воскресенье,жилые,4,1969,9,144.0,23.0,4.0,0.0
15128.0,Вторник,жилые,4,1969,9,144.0,23.0,4.0,0.0
15128.0,Понедельник,жилые,4,1969,9,144.0,23.0,4.0,0.0
15128.0,Пятница,жилые,4,1969,9,144.0,23.0,4.0,0.0
15128.0,Среда,жилые,4,1969,9,144.0,23.0,4.0,0.0
15128.0,Суббота,жилые,4,1969,9,144.0,23.0,4.0,0.0
15128.0,Четверг,жилые,4,1969,9,144.0,23.0,4.0,0.0
15129.0,Воскресенье,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15129.0,Вторник,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15129.0,Понедельник,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15129.0,Пятница,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15129.0,Среда,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15129.0,Суббота,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15129.0,Четверг,жилые,4,1968,9,144.0,-1.0,4.0,0.0
15131.0,Воскресенье,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15131.0,Вторник,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15131.0,Понедельник,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15131.0,Пятница,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15131.0,Среда,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15131.0,Суббота,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15131.0,Четверг,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Воскресенье,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Вторник,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Понедельник,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Пятница,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Среда,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Суббота,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15132.0,Четверг,жилые,1,1970,12,84.0,-1.0,2.0,0.0
15133.0,Воскресенье,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15133.0,Вторник,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15133.0,Понедельник,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15133.0,Пятница,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15133.0,Среда,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15133.0,Суббота,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15133.0,Четверг,жилые,6,1973,9,215.0,-1.0,6.0,0.0
15134.0,Воскресенье,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15134.0,Вторник,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15134.0,Понедельник,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15134.0,Пятница,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15134.0,Среда,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15134.0,Суббота,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15134.0,Четверг,жилые,1,1974,14,95.0,-1.0,2.0,0.0
15135.0,Воскресенье,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15135.0,Вторник,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15135.0,Понедельник,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15135.0,Пятница,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15135.0,Среда,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15135.0,Суббота,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15135.0,Четверг,жилые,10,1972,9,358.0,-1.0,10.0,0.0
15137.0,Воскресенье,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15137.0,Вторник,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15137.0,Понедельник,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15137.0,Пятница,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15137.0,Среда,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15137.0,Суббота,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15137.0,Четверг,жилые,4,1969,9,144.0,-1.0,4.0,0.0
15138.0,Воскресенье,жилые,4,1973,9,144.0,5.0,4.0,0.0
15138.0,Вторник,жилые,4,1973,9,144.0,5.0,4.0,0.0
15138.0,Понедельник,жилые,4,1973,9,144.0,5.0,4.0,0.0
15138.0,Пятница,жилые,4,1973,9,144.0,5.0,4.0,0.0
15138.0,Среда,жилые,4,1973,9,144.0,5.0,4.0,0.0
15138.0,Суббота,жилые,4,1973,9,144.0,5.0,4.0,0.0
15138.0,Четверг,жилые,4,1973,9,144.0,5.0,4.0,0.0
15139.0,Воскресенье,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15139.0,Вторник,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15139.0,Понедельник,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15139.0,Пятница,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15139.0,Среда,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15139.0,Суббота,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15139.0,Четверг,жилые,4,1974,9,144.0,-1.0,4.0,0.0
15712.0,Воскресенье,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15712.0,Вторник,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15712.0,Понедельник,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15712.0,Пятница,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15712.0,Среда,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15712.0,Суббота,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15712.0,Четверг,жилые,3,1960,4,48.0,-1.0,0.0,0.0
15715.0,Воскресенье,жилые,4,1974,9,143.0,21.0,4.0,0.0
15715.0,Вторник,жилые,4,1974,9,143.0,21.0,4.0,0.0
15715.0,Понедельник,жилые,4,1974,9,143.0,21.0,4.0,0.0
15715.0,Пятница,жилые,4,1974,9,143.0,21.0,4.0,0.0
15715.0,Среда,жилые,4,1974,9,143.0,21.0,4.0,0.0
15715.0,Суббота,жилые,4,1974,9,143.0,21.0,4.0,0.0
15715.0,Четверг,жилые,4,1974,9,143.0,21.0,4.0,0.0
15716.0,Воскресенье,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15716.0,Вторник,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15716.0,Понедельник,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15716.0,Пятница,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15716.0,Среда,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15716.0,Суббота,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15716.0,Четверг,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15717.0,Воскресенье,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15717.0,Вторник,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15717.0,Понедельник,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15717.0,Пятница,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15717.0,Среда,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15717.0,Суббота,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15717.0,Четверг,жилые,4,1968,9,142.0,-1.0,4.0,0.0
15718.0,Воскресенье,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15718.0,Вторник,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15718.0,Понедельник,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15718.0,Пятница,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15718.0,Среда,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15718.0,Суббота,жилые,4,1969,9,143.0,-1.0,4.0,0.0
15718.0,Четверг,жилые,4,1969,9,143.0,-1.0,4.0,0.0
22704.0,Воскресенье,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22704.0,Вторник,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22704.0,Понедельник,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22704.0,Пятница,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22704.0,Среда,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22704.0,Суббота,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22704.0,Четверг,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Воскресенье,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Вторник,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Понедельник,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Пятница,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Среда,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Суббота,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22705.0,Четверг,жилые,4,1967,5,80.0,-1.0,0.0,0.0
22706.0,Воскресенье,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22706.0,Вторник,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22706.0,Понедельник,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22706.0,Пятница,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22706.0,Среда,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22706.0,Суббота,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22706.0,Четверг,жилые,4,1966,5,80.0,-1.0,0.0,0.0
22707.0,Воскресенье,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22707.0,Вторник,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22707.0,Понедельник,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22707.0,Пятница,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22707.0,Среда,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22707.0,Суббота,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22707.0,Четверг,жилые,8,1981,9,287.0,-1.0,8.0,0.0
22758.0,Воскресенье,жилые,4,1973,9,144.0,10.0,4.0,0.0
22758.0,Вторник,жилые,4,1973,9,144.0,10.0,4.0,0.0
22758.0,Понедельник,жилые,4,1973,9,144.0,10.0,4.0,0.0
22758.0,Пятница,жилые,4,1973,9,144.0,10.0,4.0,0.0
22758.0,Среда,жилые,4,1973,9,144.0,10.0,4.0,0.0
22758.0,Суббота,жилые,4,1973,9,144.0,10.0,4.0,0.0
22758.0,Четверг,жилые,4,1973,9,144.0,10.0,4.0,0.0
22759.0,Воскресенье,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22759.0,Вторник,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22759.0,Понедельник,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22759.0,Пятница,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22759.0,Среда,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22759.0,Суббота,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22759.0,Четверг,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22760.0,Воскресенье,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22760.0,Вторник,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22760.0,Понедельник,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22760.0,Пятница,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22760.0,Среда,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22760.0,Суббота,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22760.0,Четверг,жилые,6,1973,9,216.0,-1.0,6.0,0.0
22761.0,Воскресенье,жилые,2,1975,16,207.0,18.0,2.0,2.0
22761.0,Вторник,жилые,2,1975,16,207.0,18.0,2.0,2.0
22761.0,Понедельник,жилые,2,1975,16,207.0,18.0,2.0,2.0
22761.0,Пятница,жилые,2,1975,16,207.0,18.0,2.0,2.0
22761.0,Среда,жилые,2,1975,16,207.0,18.0,2.0,2.0
22761.0,Суббота,жилые,2,1975,16,207.0,18.0,2.0,2.0
22761.0,Четверг,жилые,2,1975,16,207.0,18.0,2.0,2.0
22764.0,Воскресенье,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22764.0,Вторник,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22764.0,Понедельник,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22764.0,Пятница,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22764.0,Среда,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22764.0,Суббота,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22764.0,Четверг,жилые,8,1973,12,382.0,-1.0,16.0,0.0
22765.0,Воскресенье,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22765.0,Вторник,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22765.0,Понедельник,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22765.0,Пятница,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22765.0,Среда,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22765.0,Суббота,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22765.0,Четверг,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22766.0,Воскресенье,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22766.0,Вторник,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22766.0,Понедельник,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22766.0,Пятница,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22766.0,Среда,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22766.0,Суббота,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22766.0,Четверг,жилые,2,1988,22,174.0,-1.0,2.0,2.0
22767.0,Воскресенье,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22767.0,Вторник,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22767.0,Понедельник,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22767.0,Пятница,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22767.0,Среда,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22767.0,Суббота,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22767.0,Четверг,жилые,2,1975,16,207.0,-1.0,2.0,2.0
22769.0,Воскресенье,жилые,2,1975,16,206.0,25.0,2.0,2.0
22769.0,Вторник,жилые,2,1975,16,206.0,25.0,2.0,2.0
22769.0,Понедельник,жилые,2,1975,16,206.0,25.0,2.0,2.0
22769.0,Пятница,жилые,2,1975,16,206.0,25.0,2.0,2.0
22769.0,Среда,жилые,2,1975,16,206.0,25.0,2.0,2.0
22769.0,Суббота,жилые,2,1975,16,206.0,25.0,2.0,2.0
22769.0,Четверг,жилые,2,1975,16,206.0,25.0,2.0,2.0
22770.0,Воскресенье,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22770.0,Вторник,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22770.0,Понедельник,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22770.0,Пятница,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22770.0,Среда,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22770.0,Суббота,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22770.0,Четверг,жилые,11,1973,12,522.0,-1.0,22.0,0.0
22771.0,Воскресенье,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22771.0,Вторник,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22771.0,Понедельник,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22771.0,Пятница,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22771.0,Среда,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22771.0,Суббота,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22771.0,Четверг,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22772.0,Воскресенье,жилые,1,1973,14,112.0,20.0,2.0,0.0
22772.0,Вторник,жилые,1,1973,14,112.0,20.0,2.0,0.0
22772.0,Понедельник,жилые,1,1973,14,112.0,20.0,2.0,0.0
22772.0,Пятница,жилые,1,1973,14,112.0,20.0,2.0,0.0
22772.0,Среда,жилые,1,1973,14,112.0,20.0,2.0,0.0
22772.0,Суббота,жилые,1,1973,14,112.0,20.0,2.0,0.0
22772.0,Четверг,жилые,1,1973,14,112.0,20.0,2.0,0.0
22773.0,Воскресенье,жилые,8,1973,12,382.0,18.0,16.0,0.0
22773.0,Вторник,жилые,8,1973,12,382.0,18.0,16.0,0.0
22773.0,Понедельник,жилые,8,1973,12,382.0,18.0,16.0,0.0
22773.0,Пятница,жилые,8,1973,12,382.0,18.0,16.0,0.0
22773.0,Среда,жилые,8,1973,12,382.0,18.0,16.0,0.0
22773.0,Суббота,жилые,8,1973,12,382.0,18.0,16.0,0.0
22773.0,Четверг,жилые,8,1973,12,382.0,18.0,16.0,0.0
22774.0,Воскресенье,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22774.0,Вторник,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22774.0,Понедельник,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22774.0,Пятница,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22774.0,Среда,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22774.0,Суббота,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22774.0,Четверг,жилые,1,1974,14,98.0,-1.0,2.0,0.0
22775.0,Воскресенье,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22775.0,Вторник,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22775.0,Понедельник,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22775.0,Пятница,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22775.0,Среда,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22775.0,Суббота,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22775.0,Четверг,жилые,1,1975,14,98.0,-1.0,2.0,0.0
22776.0,Воскресенье,жилые,12,1972,9,425.0,26.0,12.0,0.0
22776.0,Вторник,жилые,12,1972,9,425.0,26.0,12.0,0.0
22776.0,Понедельник,жилые,12,1972,9,425.0,26.0,12.0,0.0
22776.0,Пятница,жилые,12,1972,9,425.0,26.0,12.0,0.0
22776.0,Среда,жилые,12,1972,9,425.0,26.0,12.0,0.0
22776.0,Суббота,жилые,12,1972,9,425.0,26.0,12.0,0.0
22776.0,Четверг,жилые,12,1972,9,425.0,26.0,12.0,0.0
22777.0,Воскресенье,жилые,1,1974,14,98.0,8.0,2.0,0.0
22777.0,Вторник,жилые,1,1974,14,98.0,8.0,2.0,0.0
22777.0,Понедельник,жилые,1,1974,14,98.0,8.0,2.0,0.0
22777.0,Пятница,жилые,1,1974,14,98.0,8.0,2.0,0.0
22777.0,Среда,жилые,1,1974,14,98.0,8.0,2.0,0.0
22777.0,Суббота,жилые,1,1974,14,98.0,8.0,2.0,0.0
22777.0,Четверг,жилые,1,1974,14,98.0,8.0,2.0,0.0
22815.0,Воскресенье,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22815.0,Вторник,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22815.0,Понедельник,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22815.0,Пятница,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22815.0,Среда,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22815.0,Суббота,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22815.0,Четверг,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Воскресенье,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Вторник,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Понедельник,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Пятница,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Среда,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Суббота,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22816.0,Четверг,жилые,1,1981,16,127.0,-1.0,1.0,1.0
22817.0,Воскресенье,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22817.0,Вторник,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22817.0,Понедельник,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22817.0,Пятница,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22817.0,Среда,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22817.0,Суббота,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22817.0,Четверг,жилые,2,1976,16,207.0,-1.0,2.0,2.0
22821.0,Воскресенье,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22821.0,Вторник,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22821.0,Понедельник,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22821.0,Пятница,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22821.0,Среда,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22821.0,Суббота,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22821.0,Четверг,жилые,1,1975,16,111.0,-1.0,1.0,1.0
22822.0,Воскресенье,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22822.0,Вторник,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22822.0,Понедельник,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22822.0,Пятница,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22822.0,Среда,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22822.0,Суббота,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22822.0,Четверг,жилые,9,1975,12,425.0,-1.0,18.0,0.0
22823.0,Воскресенье,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22823.0,Вторник,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22823.0,Понедельник,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22823.0,Пятница,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22823.0,Среда,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22823.0,Суббота,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22823.0,Четверг,жилые,4,1973,9,144.0,-1.0,4.0,0.0
22824.0,Воскресенье,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22824.0,Вторник,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22824.0,Понедельник,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22824.0,Пятница,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22824.0,Среда,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22824.0,Суббота,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22824.0,Четверг,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22825.0,Воскресенье,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22825.0,Вторник,жилые,2,1973,9,72.0,-1.0,2.0,0.0
22825.0,Понедельник,жилые,2,1973,9,72.0,-1.0,2.0,0.0
